common_name,scientific_name,Wet Paddy fields,Open Areas,"Groves,Gardens and Plantations",Habitation,Dry Grassland,Hill Grassland,Wet Grassland,High Altitude Grassland,Reeds,Dry Deciduous,Hill Shrubland,Thorny Scrub,Rocky Scrub,Tropical Rainforest,Bamboo Forest,Shola Forest,Moist Deciduous,Subtropical Montane Forest,Mixed Forest,Oak Forest,Coniferous Forest,Forest Swamp,Short Grass Marshes,High Shrubbery,High Alpine,Inland Water,Inland Mudflats,Coastal Mudflats,Beaches,Pelagic Waters,Hot Desert,Semi-Desert,Cold Desert,Mangrove Swamps,Salt Pans,Lagoons,Rivers,High Altitude Lakes,Brackish Backwaters
Gray-throated Babbler,Stachyris nigriceps,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Blackish-breasted Babbler,Stachyris humei,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
Chevron-breasted Babbler,Stachyris roberti,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Snowy-throated Babbler,Stachyris oglei,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Tawny-bellied Babbler,Dumetia hyperythra,,,1,,1,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Dark-fronted Babbler,Rhopocichla atriceps,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Chestnut-capped Babbler,Timalia pileata,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pin-striped Tit-Babbler,Mixornis gularis,,,,,1,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Golden Babbler,Cyanoderma chrysaeum,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Black-chinned Babbler,Cyanoderma pyrrhops,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
Rufous-capped Babbler,Cyanoderma ruficeps,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Buff-chested Babbler,Cyanoderma ambiguum,,,,,,1,,,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
White-hooded Babbler,Gampsorhynchus rufulus,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Rusty-capped Fulvetta,Schoeniparus dubius,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,
Rufous-throated Fulvetta,Schoeniparus rufogularis,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Yellow-throated Fulvetta,Schoeniparus cinereus,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Rufous-winged Fulvetta,Schoeniparus castaneceps,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Rufous-vented Prinia,Laticilla burnesii,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swamp Prinia,Laticilla cinerascens,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puff-throated Babbler,Pellorneum ruficeps,,,1,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
Marsh Babbler,Pellorneum palustre,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spot-throated Babbler,Pellorneum albiventre,,,,,,1,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Buff-breasted Babbler,Pellorneum tickelli,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Abbott's Babbler,Turdinus abbotti,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Streaked Wren-Babbler,Turdinus brevicaudatus,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
Eyebrowed Wren-Babbler,Napothera epilepidota,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Long-billed Wren-Babbler,Napothera malacoptila,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Indian Grassbird,Graminicola bengalensis,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown-cheeked Fulvetta,Alcippe poioicephala,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
Nepal Fulvetta,Alcippe nipalensis,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,
Striated Laughingthrush,Grammatoptila striata,,,,,,,,,,,,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,
Himalayan Cutia,Cutia nipalensis,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Large Gray Babbler,Turdoides malcolmi,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rufous Babbler,Turdoides subrufa,,,,,,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Striated Babbler,Turdoides earlei,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Babbler,Turdoides caudata,,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
Slender-billed Babbler,Turdoides longirostris,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jungle Babbler,Turdoides striata,,,1,1,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Yellow-billed Babbler,Turdoides affinis,,,1,1,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Spot-breasted Laughingthrush,Garrulax merulinus,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
Lesser Necklaced Laughingthrush,Garrulax monileger,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
White-crested Laughingthrush,Garrulax leucolophus,,,,,,,,,,,,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,
Spotted Laughingthrush,Ianthocincla ocellata,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,
Moustached Laughingthrush,Ianthocincla cineracea,,,,,,1,,,,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,
Rufous-chinned Laughingthrush,Ianthocincla rufogularis,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
White-browed Laughingthrush,Ianthocincla sannio,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Chestnut-backed Laughingthrush,Ianthocincla nuchalis,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Greater Necklaced Laughingthrush,Ianthocincla pectoralis,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Chinese Babax,Ianthocincla lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-throated Laughingthrush,Ianthocincla albogularis,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,
Gray-sided Laughingthrush,Ianthocincla caerulata,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Rufous-necked Laughingthrush,Ianthocincla ruficollis,,,,,,1,,,,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Yellow-throated Laughingthrush,Ianthocincla galbana,,,,,,1,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Wynaad Laughingthrush,Ianthocincla delesserti,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Rufous-vented Laughingthrush,Ianthocincla gularis,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Scaly Laughingthrush,Trochalopteron subunicolor,,,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,
Brown-capped Laughingthrush,Trochalopteron austeni,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,
Blue-winged Laughingthrush,Trochalopteron squamatum,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Streaked Laughingthrush,Trochalopteron lineatum,,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Bhutan Laughingthrush,Trochalopteron imbricatum,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Striped Laughingthrush,Trochalopteron virgatum,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Variegated Laughingthrush,Trochalopteron variegatum,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
Black-faced Laughingthrush,Trochalopteron affine,,,,,,,,,,,,,,,1,,,1,1,,1,,,1,,,,,,,,,,,,,,,
Elliot's Laughingthrush,Trochalopteron elliotii,,,1,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,
Chestnut-crowned Laughingthrush,Trochalopteron erythrocephalum,,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,
Assam Laughingthrush,Trochalopteron chrysopterum,,,,,,,,,,,,,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,
Banasura Laughingthrush,Montecincla jerdoni,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Nilgiri Laughingthrush,Montecincla cachinnans,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Palani Laughingthrush,Montecincla fairbanki,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Ashambu Laughingthrush,Montecincla meridionalis,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Long-tailed Sibia,Heterophasia picaoides,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
Beautiful Sibia,Heterophasia pulchella,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Rufous Sibia,Heterophasia capistrata,,,1,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,
Gray Sibia,Heterophasia gracilis,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
Silver-eared Mesia,Leiothrix argentauris,,,,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,
Red-billed Leiothrix,Leiothrix lutea,,,,,,,,,,,,,,1,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,
Rufous-backed Sibia,Minla annectens,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Red-tailed Minla,Minla ignotincta,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
Red-faced Liocichla,Liocichla phoenicea,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Bugun Liocichla,Liocichla bugunorum,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Hoary-throated Barwing,Actinodura nipalensis,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Streak-throated Barwing,Actinodura waldeni,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Blue-winged Minla,Actinodura cyanouroptera,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
Chestnut-tailed Minla,Actinodura strigula,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,
Rusty-fronted Barwing,Actinodura egertoni,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,
Goldcrest,Regulus regulus,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
Spotted Elachura,Elachura formosa,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Bohemian Waxwing,Bombycilla garrulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypocolius,Hypocolius ampelinus,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
Rusty-flanked Treecreeper,Certhia nipalensis,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,
Sikkim Treecreeper,Certhia discolor,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
Hume's Treecreeper,Certhia manipurensis,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,
Bar-tailed Treecreeper,Certhia himalayana,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Hodgson's Treecreeper,Certhia hodgsoni,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Chestnut-vented Nuthatch,Sitta nagaensis,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Kashmir Nuthatch,Sitta cashmirensis,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Indian Nuthatch,Sitta castanea,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Chestnut-bellied Nuthatch,Sitta cinnamoventris,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,
White-tailed Nuthatch,Sitta himalayensis,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,
Yunnan Nuthatch,Sitta yunnanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-cheeked Nuthatch,Sitta leucopsis,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Velvet-fronted Nuthatch,Sitta frontalis,,,1,,,,,,,,,,,1,1,,1,,,,1,,,,,,,,,,,,,1,,,,,
Beautiful Nuthatch,Sitta formosa,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Indian Spotted Creeper,Salpornis spilonota,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallcreeper,Tichodroma muraria,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,
Eurasian Wren,Troglodytes troglodytes,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,
European Starling,Sturnus vulgaris,,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,
Rosy Starling,Pastor roseus,,1,1,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Daurian Starling,Agropsar sturninus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chestnut-cheeked Starling,Agropsar philippensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Pied Starling,Gracupica contra,,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,
Brahminy Starling,Sturnia pagodarum,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chestnut-tailed Starling,Sturnia malabarica,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malabar Starling,Sturnia blythii,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
White-headed Starling,Sturnia erythropygia,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
White-cheeked Starling,Spodiopsar cineraceus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Myna,Acridotheres tristis,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank Myna,Acridotheres ginginianus,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
Jungle Myna,Acridotheres fuscus,,1,1,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Collared Myna,Acridotheres albocinctus,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
Great Myna,Acridotheres grandis,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
Spot-winged Starling,Saroglossa spilopterus,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
Southern Hill Myna,Gracula indica,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Common Hill Myna,Gracula religiosa,,,1,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
Golden-crested Myna,Ampeliceps coronatus,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Asian Glossy Starling,Aplonis panayensis,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,
White-throated Dipper,Cinclus cinclus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,
Brown Dipper,Cinclus pallasii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Rufous-tailed Scrub-Robin,Cercotrichas galactotes,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Indian Robin,Copsychus fulicatus,,1,1,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Oriental Magpie-Robin,Copsychus saularis,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
White-rumped Shama,Copsychus malabaricus,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
Andaman Shama,Copsychus albiventris,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Spotted Flycatcher,Muscicapa striata,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Dark-sided Flycatcher,Muscicapa sibirica,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Asian Brown Flycatcher,Muscicapa dauurica,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
Brown-breasted Flycatcher,Muscicapa muttui,,,1,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
Ferruginous Flycatcher,Muscicapa ferruginea,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,
Nilgiri Sholakili,Sholicola major,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
White-bellied Sholakili,Sholicola albiventris,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Pale Blue Flycatcher,Cyornis unicolor,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
White-bellied Blue Flycatcher,Cyornis pallidipes,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
Pale-chinned Blue Flycatcher,Cyornis poliogenys,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Large Blue Flycatcher,Cyornis magnirostris,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Hill Blue Flycatcher,Cyornis banyumas,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Tickell's Blue Flycatcher,Cyornis tickelliae,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Blue-throated Flycatcher,Cyornis rubeculoides,,,1,,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,
White-tailed Flycatcher,Cyornis concretus,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Nicobar Jungle-Flycatcher,Cyornis nicobaricus,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
White-gorgeted Flycatcher,Anthipes monileger,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,
Rufous-bellied Niltava,Niltava sundara,,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,
Vivid Niltava,Niltava vivida,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Large Niltava,Niltava grandis,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
Small Niltava,Niltava macgrigoriae,,,,,,,,,1,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,
Blue-and-white Flycatcher,Cyanoptila cyanomelana,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Zappey's Flycatcher,Cyanoptila cumatilis,,,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,
Verditer Flycatcher,Eumyias thalassinus,,,1,,,,,,,1,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,
Nilgiri Flycatcher,Eumyias albicaudatus,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
White-browed Shortwing,Brachypteryx montana,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,
Lesser Shortwing,Brachypteryx leucophris,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Rusty-bellied Shortwing,Brachypteryx hyperythra,,,,,,,,,1,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Gould's Shortwing,Brachypteryx stellata,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,,,,,,,,,,,,,,
Indian Blue Robin,Larvivora brunnea,,,1,,,,,,,,,,,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,
Siberian Blue Robin,Larvivora cyane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluethroat,Luscinia svecica,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
White-bellied Redstart,Luscinia phaenicuroides,,,,,,,,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,
Little Forktail,Enicurus scouleri,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,,
Black-backed Forktail,Enicurus immaculatus,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,1,,
Slaty-backed Forktail,Enicurus schistaceus,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,1,,
White-crowned Forktail,Enicurus leschenaulti,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,
Spotted Forktail,Enicurus maculatus,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,,
Blue-fronted Robin,Cinclidium frontale,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,
Malabar Whistling-Thrush,Myophonus horsfieldii,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,
Blue Whistling-Thrush,Myophonus caeruleus,,,1,1,,,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,1,,
Firethroat,Calliope pectardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himalayan Rubythroat,Calliope pectoralis,,,,,,1,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
Chinese Rubythroat,Calliope tschebaiewi,,,,,,1,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
Siberian Rubythroat,Calliope calliope,1,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
White-tailed Robin,Myiomela leucura,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,
White-browed Bush-Robin,Tarsiger indicus,,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,
Golden Bush-Robin,Tarsiger chrysaeus,,,1,,,1,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
Red-flanked Bluetail,Tarsiger cyanurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himalayan Bluetail,Tarsiger rufilatus,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,
Rufous-breasted Bush-Robin,Tarsiger hyperythrus,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,
Rusty-tailed Flycatcher,Ficedula ruficauda,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,
Kashmir Flycatcher,Ficedula subrubra,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
Red-breasted Flycatcher,Ficedula parva,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Taiga Flycatcher,Ficedula albicilla,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Snowy-browed Flycatcher,Ficedula hyperythra,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,
Rufous-gorgeted Flycatcher,Ficedula strophiata,,,,,,,,,,,1,,,1,,,1,,1,1,1,,,,,,,,,,,,,,,,,,
Ultramarine Flycatcher,Ficedula superciliaris,,,1,,,,,,,1,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,
Little Pied Flycatcher,Ficedula westermanni,,,1,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,
Mugimaki Flycatcher,Ficedula mugimaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow-rumped Flycatcher,Ficedula zanthopygia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slaty-blue Flycatcher,Ficedula tricolor,,,,,1,,,,1,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,
Black-and-orange Flycatcher,Ficedula nigrorufa,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Pygmy Flycatcher,Ficedula hodgsoni,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Slaty-backed Flycatcher,Ficedula sordida,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,
Sapphire Flycatcher,Ficedula sapphira,,,1,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
Rufous-backed Redstart,Phoenicurus erythronotus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue-fronted Redstart,Phoenicurus frontalis,,1,,,,,,,,,1,,,,,,,,1,,1,,,1,1,,,,,,,,,,,,,,
Blue-capped Redstart,Phoenicurus coeruleocephala,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
White-throated Redstart,Phoenicurus schisticeps,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
White-capped Redstart,Phoenicurus leucocephalus,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,1,
Plumbeous Redstart,Phoenicurus fuliginosus,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
Black Redstart,Phoenicurus ochruros,,1,1,1,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
Common Redstart,Phoenicurus phoenicurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daurian Redstart,Phoenicurus auroreus,,1,1,,,,,,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
White-winged Redstart,Phoenicurus erythrogastrus,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,
Hodgson's Redstart,Phoenicurus hodgsoni,,1,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,
Blue-capped Rock-Thrush,Monticola cinclorhyncha,,,1,,,,,,,,1,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,
